country,category,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,All
Colombia,donor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009488007261948748,7.410778487553403e-05,0.0,0.0013894681634701882,0.0,0.0,0.0,5.201549647287041e-05
Colombia,recipient,11.42037160143352,2.9909288603395376,3.429048604250939,3.87147540329043,1.3758081898748222,1.1343951245286852,0.4644663834097791,2.321819341724323,1.2655465049815573,15.558380770182092,2.0929726129719057,2.2417823217439294,10.310764920124441,6.111564992821137,1.0114182242132237,3.6389302010554454,2.5608898720379387,5.401304868146987,4.894314974452903,1.9126065027771115,7.150848516222321,2.378210971563655,4.666576993629795,9.103173378844133,0.5603257770701133,4.450453397775655,4.558588760554272,18.8644501221917,6.523647215835893,7.999241139335055,16.627348760175273,13.85358515633052,15.356486758497129,21.19762134167243,9.801959195382082,12.973268681319531,15.546096944307395,14.718107537511248,11.318025251589306,10.319024565383462,12.666322507189099,6.960263744999861
Cyprus,donor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.135125319017091e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5264276566555803e-06
Cyprus,recipient,0.19963596934267397,0.2414580606518949,0.13795640132574308,0.8393881596865452,0.4250235407503165,0.0009720318053607797,0.47801993723614583,0.7858589380699887,0.792203416820469,0.396880127954675,0.9717732748669745,0.8691376595094571,0.48417226943398733,1.117383236473596,0.3972583349865509,0.9459892330725035,0.4169251104769258,0.1178616619442025,0.24329742699245405,0.11371023398532441,0.46360594926759047,0.36184761565242896,0.009809927624427594,0.15407170359035205,0.057103065205320665,0.006152275168551577,0.10017812610988525,0.05154797998646193,0.2928712383952851,0.22171075800361548,0.14421976371037223,0.3585441306428972,0.0,0.0,5.473614805675904e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.2639432911285439
Czech Republic,donor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040874934830736176,0.00684810958018886,0.0,0.0,0.0,0.005920582434753729,0.0015013789382780816,0.003795527651889213,0.0,0.0017421140576450583,0.012029105343259752,0.0,0.002509711698479048,0.004832298368320962,0.0,0.002479158194732094,0.001688600352952117,0.0015008572288065613,0.0024346602911171594
Czech Republic,recipient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005498750069758308,3.958590876799825,0.8276525356075266,1.8761856645828956,3.82684719399051,1.44733130272224,0.3038618473825836,0.592007174052004,1.315238587073699,0.426550283451752,1.4491734228222444,0.7290862049252717,0.579128623330639,0.6981778373651524,0.6002289110302333,0.0006800000000988013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5839392323382666
Denmark,donor,0.0,0.8352039158048863,0.24445593337362798,0.7805952180762781,2.2776271481472534,0.04346889058519475,1.0849188573749244,0.8713392718372157,1.550285203202501,1.5456950497124236,1.5949142052782463,1.4367660073851525,1.9019680655454425,2.181341563687351,2.0463234524502663,1.8593926583266172,1.7057846945829442,0.5870555947873909,0.8132137591628189,0.1584614059677195,0.7394371604791201,0.8683310956549763,0.5840613454501281,2.11093743756192,0.47205306776085604,0.1708139026619008,0.3892651408809714,0.37212857670157273,0.8593484188770766,0.8746087727322307,0.8729924392255494,0.37090472140491104,1.8183185618333917,0.13325564521392053,0.2612397368185274,0.17759305994631297,0.08288897134304796,0.279621171604963,0.5084347528648037,0.1531676855513002,0.060225503667008254,0.8049026709333171
Denmark,recipient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9408306201710915,0.0,0.0,0.0,0.6799141233773829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045340431874441214
Estonia,donor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020599560285502363,0.0009022485737420591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.604657678207196e-05
Estonia,recipient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00999763522590154,0.06226602149017001,0.4227142049787741,0.20133232615027818,0.14645976586141732,0.26768427745192575,0.04940326510897742,0.22102282845921153,0.04756344808142385,0.15903351243347272,0.26812204833981285,0.07761206185814076,0.24378334788138897,0.27857896069722504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06852417089941681
Finland,donor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06648730139274649,0.0,0.0,0.0,0.02025154165360511,0.00696078364461811,0.2123252042253196,0.04227419191432532,0.30940987847291307,0.271146636828207,0.17248161127234088,0.23566698051834284,0.1646046236840971,0.17551920152224007,0.16758419507245126,0.11023224806836933,0.08844979206262044,0.23751664656036658,0.19611315307029842,0.34348465582421916,0.2979404705871386,0.3461900898800507,0.7396747403907991,0.3335495978853533,0.23911686532795393,0.42775881182390674,0.7864586227213726,0.2639737783532174,0.5236451231523952,0.08085135561102648,0.16981057862891977,0.18155558326491
Finland,recipient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3334752269505221,0.29109472981030543,0.0,1.6456401736034048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009652686512335073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04926211786894352
France,donor,5.133236374071607,5.398398359702383,4.526073254146472,4.969358151242931,3.4273513428817663,2.030405111528573,0.7563431834575673,3.250616115490377,1.9939624467350743,5.65333612096909,3.1014239073030945,4.027222914013362,2.6235367770829563,5.839335891555472,3.473111089613865,4.261232397569211,6.005749237090103,5.878819261069886,0.7669204284003749,0.858121504646208,2.7229864294650477,1.9040146441109846,1.4654024404924222,2.6862585086840776,1.0785807019636695,2.3863428953962895,1.0105291670119683,5.23001756594838,6.929512669805714,5.120856013055267,7.761536526940927,8.679733332492255,4.0004735494370465,6.0830165028209064,4.920884846819737,2.692301354269873,5.394632646114107,6.251064796501846,5.8252293135178475,18.9858699288159,15.198352864569253,4.213818085523239
France,recipient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0519826947001871,0.8690139287957124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.968589970153257e-05,0.0,0.0,0.0,0.0,0.0,0.06475958727115294
Germany,donor,11.675540757495984,10.258973406056194,19.614232244897813,17.315889715838203,12.523298527581673,8.552189547474832,23.77891590512056,5.900268117194766,5.402301946006903,10.80984076831055,9.351110706792541,10.41640833301955,19.63917427234364,10.619630159426722,10.762214039554445,11.773934008412015,38.61878122826326,33.873074636783244,3.2663522942937897,33.233494034742286,4.969974577220121,2.983974728722308,26.310968059041624,4.103794184988046,4.652794001526789,3.5283827380993094,2.7416944754999877,3.486378974637013,9.943715197114628,7.131567702801793,10.98997630924505,11.031058321583984,12.305776057000475,8.704326833828048,11.973241706502673,12.73936202264361,15.446357993850011,11.302522261289948,21.1564975674029,15.526828679290832,19.287154536316148,12.872929258880855
Germany,recipient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045794683067316126,0.0,0.0,0.0003515410430801293,0.0,0.0,0.0,0.0,0.0,0.0,1.6402213526527297e-05
Greece,donor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029226864400975758,0.15037493199936672,0.012736982825276731,0.04481399201522906,0.036731204071844104,0.03775067253088894,0.0277130084162333,0.02516064063179082,0.028064202265946026,0.026296716612776397,0.012473802135234175,0.002707117359783278,0.008905892953935403
Greece,recipient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0408154518793973,0.1871850164096314,0.0,0.0,0.0,0.45460253136941486,0.0,0.0,0.5866557207025116,0.0,0.0,3.061928091099481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14159542775035938
Hungary,donor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036926262264718674,0.0,3.364515522754913e-05,0.0007375893975696723,0.0,0.0,0.0,0.0,0.0,8.848100532646577e-05
Hungary,recipient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38641214610791175,0.0,0.0,0.0,0.01894921796080814,3.160972580582864,6.299488537324663,0.6989436122767692,3.55625167200454,3.0921019670751573,2.6269907087132616,3.021543629580004,0.3154496939001878,0.30399807750146074,0.13581077991607962,0.29409459126685783,0.7942644978306327,0.44230087598795054,1.0500695516565393,0.7839801714489385,0.0,0.0,0.000266184986734738,0.0,0.0,0.00018432159733937259,0.0,0.0,0.0,0.7975175543913695
Iceland,donor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003993970369674505,0.0016259692879767587,4.702809380259765e-05
Iceland,recipient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1629266791796751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004923620676628743
India,donor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,recipient,47.456543883553685,54.33518299723996,70.58207853706654,60.435512113413985,64.87685687962727,60.99970445290335,48.9805150954067,26.777693533347147,26.63799212622374,35.72843886971091,50.16612894991247,50.258024058200675,22.69151752733038,59.18152609605437,57.24131099444451,59.7765449793881,39.51681867949841,20.393369456478787,36.944210646894426,20.758528650528074,14.634713010332593,32.153333433259185,21.50272631544267,35.91128267703014,28.513413239347518,27.05604002399731,9.987413814328796,11.34028018961646,24.514243891633207,22.25972131331957,40.058525330454444,41.980875166584546,48.537023239889145,54.29895117763142,65.97028259562614,54.992815698849334,45.05575333144967,49.91029842472527,55.18004858100077,50.79316540949813,55.45886518664476,36.52643236513556
Ireland,donor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07923021868109845,0.1475510760591975,0.21999417672484045,0.4146014263809434,0.34904628251696196,0.41611873598490645,0.379223327469168,0.34542872148347914,0.3811698376476639,0.2638528282269424,0.20831499478324164,0.24421257512578917,0.14328788454892863,0.13753288606609834,0.08046377270938049
Ireland,recipient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27306146587526753,0.4211662905149304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46308537564816676,0.0612079605109753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9035879626648664,1.7020070658836168,1.952151629602772,2.60721608964548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2548059305102732
Italy,donor,3.4621543343211,0.0,0.0,0.9632906962909755,0.0,0.0,0.0,0.0,0.0,0.0,0.6335460628291111,2.4750564704698195,2.0271355951290206,0.962889466742237,3.8522241633504803,1.8100345199023773,1.4398219599210513,1.366976724271956,1.3998331025726072,0.6608037127811383,1.371351070655129,0.20254115904295245,11.112215499149576,0.22616263657308894,0.0674472845806258,0.26667249869058185,0.1214970811185553,0.34644913570156344,0.6900803296218148,0.30240873389168943,0.23854040619500205,0.9517176882366973,1.0131839885235283,0.37897543935171596,0.4112958063533585,0.421627204780498,0.6555837932011197,0.527207218289496,0.7455510909894678,0.24485426593404033,0.2885858082796908,1.045695902862975
Italy,recipient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.069675307071842,0.02576508090479322,0.00840601020983066,2.790179662894512,6.050611909754435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0588387435182285,4.120377605606555,0.0,0.0,0.0,0.0,0.0,0.00091790548569941,0.0,0.0,0.000544800935715148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6545254227072911
Japan,donor,19.498938008234834,40.117950715461355,31.497178756155495,20.62246181108953,30.014513907943336,29.784358143706076,30.628793045621414,16.476442105393314,21.094283594748482,18.62744396179689,33.2876980562142,28.126947297366375,31.18606516289676,26.43243043281926,24.175144697375533,51.62853246228166,7.450485337431491,26.084246908678434,47.453928437766194,11.136247243396395,27.499522130446497,20.932434420397446,22.90682472357882,33.78565096485865,64.09053071133889,48.96662772476257,44.60830147625687,13.020537917705838,11.34630516912091,24.535310318529387,32.87146889113936,37.051394292347695,37.294843652349414,33.31114229140098,43.409420164519354,49.39531399180055,32.15306541680897,44.71345851302106,39.81764740963939,43.49747381317913,32.188387182563346,31.12894278753667
Japan,recipient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3885832537247684,3.211804749149467,0.0,0.0,1.828900368802465,3.3321296827883526,2.572189696141585,7.1715696272671785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4312465758963695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016260916009829887,0.0,0.0,0.0,0.567360607776313
Korea,donor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.347752170624131,3.7459296668084785,0.6258111801149443,2.0522649488565996,0.12973008433740463,0.16743118804126772,0.17148199616231025,4.842191722470681,0.3541529500131049
Korea,recipient,28.31927977504299,21.389350895225828,7.03845875279803,25.4058132007513,8.491709014944213,16.696579276523714,4.4281879511413536,23.688031507328645,11.902123635414993,2.735656099536484,12.58310972222409,9.769586554156875,11.206091583889453,2.3560889887273735,6.593469144379425,6.8134649888075565,2.9849374850591377,10.972408451162474,0.40216104396861063,0.01296959335846621,0.03481229962976524,8.447747740296746,0.03139010331576155,3.197230130693771,6.062282987898577,0.11780521683594451,29.895689847182574,4.4183790496563775,9.644312763706237,6.29651925137917,1.8057444082840306,2.0805855622868057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.895866203795513
Kuwait,donor,0.0,0.0,0.0,5.587255900757476,1.7581709838737916,2.1647772196143937,1.7901271935841954,0.20887592078750852,2.145636894085767,2.299445760286632,2.929600210173871,0.29654928587657176,0.0,1.6582088236721526,0.0,0.6828559248226882,0.5560195038316877,0.0,0.0,0.025783713997987272,0.28073630640723923,0.0,0.0,0.18496629516889937,0.0,0.01208249874783286,0.0,0.0,0.013604289453828092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3732450455883427
Kuwait,recipient,0.006759109116653205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005636027904634525,0.0,0.0,0.0,0.006474821408683908,0.0,0.0,0.47304027029797263,0.0,1.5703875515912395e-05,0.1033816984904057,28.782555745155676,0.0,0.05384656656015304,2.405704246688225,0.005295418334147711,0.003157355531183445,0.008001977458626916,0.004490622543106057,0.009533331727535125,0.045102767966420355,0.02909919485350725,0.012551837591275188,0.030530113785576834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.118716504163888
Latvia,donor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latvia,recipient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00543886902912716,0.004021279938180431,0.4136328469022378,0.5805072467366357,0.22274184274708583,0.3101864044741586,0.21666054055800674,0.13371066564595963,0.5029170099800795,0.05463930098366564,0.14110743653901325,0.25329088011561496,0.225656035284842,0.24168105216912864,0.22738840287140605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11545535658375804
Liechtenstein,donor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014324601824917836,0.009296351917550651,0.0011962973070507137,0.0,0.0,0.0,0.0,0.0,0.00014268323269393126,0.0030035364512726913,0.0,0.0,0.0013765448163113793,0.0006767869395351672,0.0,0.0012271981723401238,0.0006187679700043172,0.0010788247403009116,0.0,0.0037766752760237344,0.0029491122278265365,0.0014134726464610076,0.008342424106714912,0.003155862376594033,0.0071836541964669315,0.0015864236797257954,0.002439426853538755,0.0015064767431207595,0.0,0.0,0.0,0.0,0.0,0.0011915623073664127
Liechtenstein,recipient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13125725085185805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.627649543926845e-05,0.0,0.0,0.0007547693426450809,0.0,0.0,0.0007272657623420861,0.0,0.0,0.0,0.0,0.0,0.005014415178132093
Lithuania,donor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lithuania,recipient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00459199296567498,0.03208703322346104,0.8127191823661408,0.22556399374097436,0.666995871747353,0.7701605855532834,0.12152117925833243,0.6682529998005973,0.062304071296950723,0.16724081402494342,0.34162114473305505,0.2428914529237663,0.5079461604541884,0.4416431840790685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.140168334847533
